,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.03166491223210112,0.0236267268622258,0.028158282775923832,0.03896437118987322,0.03222145592958553,0.026127890589687227,0.03636848452529562,0.03303869784897031,0.03166491223210111,0.015434449203720299
