,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.015434449203720297,0.02293953404544699,0.025991451586157236,0.02407396011369038,0.029393876913398138,0.021249836600678973,0.026195843605851345,0.02048305532764961,0.028158282775923825,0.017074997966487603
