,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.022469732728470294,0.02174600857373345,0.021249836600678966,0.012364824660660948,0.014966629547095768,0.016653327995729064,0.025785439474418286,0.01818424226264781,0.02908989897236191,0.009977753031397158
