,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.0233238075793812,0.030695638488590228,0.03827386691841953,0.02578543947441829,0.02999259167787198,0.018571184369578827,0.02612789058968723,0.01611072796479277,0.017384539747207065,0.026532998322843202
