,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.13200000000000006,0.3093333333333333,0.2826666666666666,0.3466666666666667,0.32266666666666666,0.30933333333333335,0.2773333333333333,0.2546666666666667,0.24000000000000005,0.2800000000000001
