,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.03303869784897031,0.012364824660660929,0.042247945380679615,0.02039607805437113,0.02751968992073373,0.01707499796648759,0.022150996967781528,0.02048305532764962,0.030811253355443585,0.009977753031397188
