,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.08533333333333333,0.29733333333333334,0.2813333333333333,0.3306666666666666,0.31599999999999995,0.27599999999999997,0.2746666666666666,0.23600000000000002,0.25066666666666676,0.2906666666666667
