,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.02809507667427397,0.033359989341858146,0.025157283018817606,0.017384539747207054,0.02515728301881761,0.027194770739161517,0.024073960113690382,0.015434449203720314,0.01788854381999832,0.026331223544175334
