,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.07466666666666667,0.29733333333333334,0.3146666666666666,0.35200000000000004,0.364,0.35466666666666663,0.3559999999999999,0.2773333333333333,0.288,0.3906666666666666
