,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.08800000000000002,0.3453333333333334,0.3293333333333333,0.39866666666666667,0.3986666666666666,0.392,0.4080000000000001,0.31466666666666665,0.33199999999999996,0.4253333333333334
