,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.12400000000000005,0.28666666666666657,0.272,0.3533333333333334,0.3346666666666667,0.3106666666666666,0.2746666666666667,0.25466666666666676,0.2293333333333334,0.2826666666666667
