,h1,h0_single,ensb_single,h0_complete,ensb_complete,h0_average,ensb_average,h0_ward,ensb_ward,full_ensb
0,0.10133333333333336,0.3426666666666666,0.3066666666666667,0.3626666666666667,0.32399999999999995,0.36533333333333334,0.3173333333333333,0.3306666666666666,0.34266666666666673,0.38533333333333336
